36,12,0
39,9,0
22,5,0
31,8,0
21,7,0
26,9,0
41,10,0
35,10,0
34,16,0
36,15,0
41,14,0
32,8,0
46,12,0
36,14,0
27,9,0
38,10,0
36,13,0
25,11,0
46,17,0
41,15,0
47,13,0
23,10,0
29,10,0
40,13,0
36,15,0
33,10,0
48,17,0
49,17,0
40,25,0
45,22,0
41,13,0
41,15,0
36,10,0
30,18,0
27,6,0
27,15,0
48,20,0
44,21,0
39,9,0
38,22,0
42,19,0
43,17,0
32,12,0
48,19,0
48,23,0
34,13,0
33,15,0
34,19,0
0,0,0
25,10,0
34,15,0
37,16,0
34,16,0
33,21,0
41,19,0
41,15,0
0,0,0
29,12,0
31,18,0
30,14,0
42,21,0
24,10,0
41,21,0
36,19,0
30,13,0
40,22,0
34,10,0
46,20,0
42,16,0
11,2,0
0,0,0
0,0,0
0,0,0
0,0,0
29,13,0
36,12,0
35,13,0
26,13,0
38,12,0
41,23,0
36,15,0
39,13,0
43,12,0
44,17,0
25,9,0
30,10,0
30,7,0
45,21,0
35,17,0
32,11,0
35,16,0
30,15,0
24,14,0
32,10,0
35,13,0
31,12,0
20,8,0
30,16,0
49,23,0
31,14,0
32,17,0
36,13,0
33,12,0
30,15,0
23,8,0
30,11,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
29,15,0
36,18,0
27,16,0
29,14,0
43,9,0
38,10,0
28,13,0
40,21,0
0,0,0
0,0,0
0,0,0
24,11,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
24,15,0
43,20,0
39,15,0
30,16,0
37,17,0
33,17,0
26,5,0
44,21,0
43,19,0
42,24,0
45,23,0
29,11,0
41,22,0
41,18,0
0,0,0
0,0,0
37,18,0
37,19,0
28,12,0
36,20,0
40,22,0
31,23,0
35,19,0
38,22,0
37,20,0
48,28,0
42,22,0
42,20,0
43,21,0
39,18,0
30,13,0
36,20,0
46,18,0
45,19,0
35,18,0
44,31,0
43,20,0
42,19,0
58,35,0
42,17,0
35,14,0
40,25,0
15,6,0
21,14,0
36,15,0
38,23,0
0,0,0
34,18,0
0,0,0
0,0,0
37,21,0
42,19,0
45,26,0
32,14,0
46,32,0
39,12,0
42,17,0
40,28,0
45,25,0
40,19,0
38,18,0
41,20,0
37,21,0
38,23,0
38,18,0
41,20,0
39,14,0
28,14,0
28,10,0
43,27,0
29,11,0
36,17,0
39,13,0
41,21,0
31,15,0
34,19,0
45,29,0
31,17,0
43,12,0
44,10,0
46,17,0
32,10,0
0,0,0
34,20,0
36,18,0
39,25,0
30,14,0
36,12,0
31,13,0
43,23,0
34,22,0
36,19,0
0,0,0
34,17,0
29,16,0
0,0,0
30,17,0
35,18,0
41,19,0
40,21,0
31,18,0
42,23,0
44,20,0
26,14,0
26,13,0
22,13,0
35,22,0
0,0,0
40,25,0
37,26,0
26,23,0
34,20,0
38,18,0
37,19,0
43,25,0
0,0,0
0,0,0
40,22,0
30,17,0
39,20,0
31,13,0
40,21,0
35,20,0
39,19,0
17,6,0
34,18,0
31,17,0
38,22,0
31,14,0
37,11,0
42,27,0
37,19,0
42,20,0
27,18,0
34,20,0
35,27,0
35,16,0
35,27,0
0,0,0
30,16,0
38,13,0
24,12,0
24,9,0
30,18,0
30,17,0
35,17,0
31,14,0
31,18,0
0,0,0
0,0,0
0,0,0
0,0,0
36,20,0
30,13,0
36,16,0
32,14,0
34,17,0
27,14,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
29,19,0
34,19,0
39,26,0
41,17,0
20,11,0
24,14,0
26,11,0
12,10,0
39,23,0
28,6,1
30,8,1
3,0,1
46,9,1
35,12,1
20,5,1
30,13,1
27,10,1
11,4,1
30,11,1
34,10,1
43,18,1
48,21,1
46,22,1
40,15,1
45,18,1
48,25,1
42,21,1
0,0,1
40,19,1
40,15,1
29,21,1
44,23,1
44,22,1
35,16,1
48,25,1
39,16,1
27,9,1
0,0,1
33,17,1
36,21,1
45,20,1
30,14,1
28,10,1
0,0,1
0,0,1
29,15,1
28,13,1
36,17,1
40,11,1
25,7,1
27,15,1
23,10,1
33,10,1
44,21,1
35,18,1
34,11,1
44,15,1
29,9,1
38,18,1
24,5,1
22,7,1
37,18,1
39,18,1
40,19,1
38,15,1
36,13,1
28,11,1
32,8,1
42,21,1
42,23,1
24,11,1
37,12,1
0,0,1
0,0,1
0,0,1
0,0,1
38,19,1
26,7,1
38,14,1
36,17,1
34,14,1
32,10,1
33,6,1
10,7,1
0,0,1
9,7,1
16,7,1
9,3,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
12,3,1
23,8,1
23,14,1
12,2,1
30,14,1
43,16,1
36,14,1
33,12,1
29,12,1
43,21,1
42,13,1
39,19,1
45,17,1
37,14,1
37,15,1
43,19,1
35,15,1
37,22,1
42,10,1
36,20,1
39,13,1
36,17,1
38,18,1
39,11,1
35,13,1
43,16,1
44,22,1
38,17,1
37,14,1
42,27,1
26,12,1
0,0,1
0,0,1
42,20,1
41,16,1
45,17,1
34,15,1
42,16,1
34,11,1
37,18,1
43,17,1
45,22,1
39,19,1
32,18,1
43,24,1
37,22,1
36,14,1
41,15,1
39,21,1
39,23,1
32,16,1
42,23,1
38,17,1
33,16,1
42,14,1
43,20,1
39,15,1
27,12,1
37,18,1
21,12,1
24,10,1
33,13,1
29,16,1
24,8,1
29,10,1
43,22,1
39,20,1
33,15,1
42,20,1
40,24,1
43,15,1
45,16,1
44,25,1
33,19,1
33,15,1
35,14,1
42,17,1
34,17,1
48,23,1
30,10,1
44,22,1
35,15,1
38,17,1
36,18,1
40,18,1
38,22,1
35,23,1
34,10,1
38,26,1
43,19,1
27,11,1
36,14,1
38,15,1
32,13,1
36,15,1
30,19,1
32,18,1
22,10,1
30,10,1
30,16,1
22,12,1
40,24,1
32,13,1
38,14,1
38,22,1
43,17,1
29,12,1
29,18,1
35,20,1
42,21,1
0,0,1
45,16,1
42,20,1
45,24,1
18,7,1
27,9,1
24,11,1
17,9,1
31,13,1
34,15,1
37,17,1
34,19,1
31,18,1
34,18,1
40,19,1
32,12,1
28,15,1
30,19,1
25,9,1
38,15,1
37,19,1
24,13,1
32,20,1
28,9,1
36,17,1
31,17,1
36,14,1
31,20,1
37,15,1
37,22,1
40,21,1
42,24,1
26,12,1
31,18,1
27,7,1
34,18,1
31,14,1
35,17,1
35,15,1
29,16,1
32,19,1
33,18,1
25,13,1
34,12,1
29,11,1
33,16,1
37,23,1
29,15,1
37,26,1
31,18,1
32,20,1
36,23,1
27,16,1
32,17,1
34,18,1
25,13,1
38,22,1
37,16,1
31,11,1
32,9,1
36,24,1
34,15,1
27,15,1
33,14,1
30,11,1
27,17,1
32,18,1
28,14,1
35,22,1
34,22,1
30,13,1
36,15,1
34,22,1
27,12,1
35,23,1
35,21,1
29,10,1
19,10,1
40,25,1
37,21,1
44,29,1
38,20,1
38,18,1
39,22,1
33,16,1
39,25,1
39,22,1
37,21,1
35,19,1
42,21,1
43,20,1
41,17,1
42,23,1
43,19,1
19,7,1
17,7,1
29,14,1
36,26,1
27,15,1
36,27,1
28,16,1
33,17,1
35,22,1
39,18,1
37,18,1
35,21,1
38,25,1
44,31,1
40,23,1
37,22,1
36,20,1
28,16,1
30,21,1
31,20,1
30,7,1
37,20,1
31,18,1
38,24,1
32,17,1
36,23,1
47,27,1
30,14,1
39,14,1
34,14,1
37,15,1
30,16,1
0,0,1
14,6,1
